idorganization,passwordhash,name,abbreviation,juridicalentity_idjuridicalentity,street,streetnumber,postal,city,province_idprovince,telnr,faxnr,url,organizationtypeother,goal,organizationkeywordother,remark,active,datecreated,email
156,,Green vzw,,1,Antwerpselaan,22,1000,Brussel,6,,,,,"GREEN vzw (Global Rivers Environmental Education Network) is een organisatie die jongeren en volwassenen duurzaam leert leven. Reeds 10 jaar ontwikkelt en begeleidt ze projecten, vormingen en lespakketten rond water, energie, mobiliteit, duurzame consumptie, natuur,... GREEN stimuleert en ondersteunt participatie aan het beleid en doet aan ontwikkelingssamenwerking.",NULL,,1,1/29/2009 13:53,
157,,Oxfam-Wereldwinkels Vzw,,1,Ververijstraat,15-17,9000,Gent,4,,,,,"Ornisatie voor gehandicapten, patiëntenorganisatie, welzijnsorganisatie ",NULL,,1,1/29/2009 13:57,
158,,Vormingscentrum Opvoeding en Kinderopvang,VCOK,1,Raas Van Gaverestraat,67a,9000,Gent,4,,,,,"Vormingscentrum Opvoeding en Kinderopvang VCOK geeft vorming over opvoeding, adoptie, bemiddeling  en organisatieontwikkeling. We richten ons naar de professionelen uit verschillende opvoedingscontexten en naar ouders. We hebben een specifiek aanbod voor de kinderopvang,  zowel voor leidinggevenden als voor begeleiders en opvangouders. Het programma wordt beschreven in een jaarlijkse brochure.VCOK organiseert vorming in open aanbod, vorming op aanvraag en vorming op maat.  ",NULL,,1,1/29/2009 13:57,
159,,ALS Liga België vzw,,1,Kapucijnenvoer,33  1,3000,Leuven,2,,,,,"Ornisatie voor gehandicapten, patiëntenorganisatie, welzijnsorganisatie ",NULL,,1,1/29/2009 14:00,
160,,De Rand vzw,,1,Kaasmarkt,75,1780,Wemmel,2,,,,,"Vzw ‘de Rand‘ werd bij decreet opgericht met als doel het Nederlandstalig karakter van de Vlaamse rand rond Brussel te ondersteunen. Vzw ‘de Rand‘ werkt voor de negentien gemeenten van de Vlaamse Rand, met een bijzondere klemtoon op de zes faciliteitengemeenten. Vzw ‘de Rand‘ draagt bij tot de groei van een open en verdraagzame leefgemeenschap, die het Vlaamse karakter van de Vlaamse Rand respecteert, uitstraalt en dus versterkt. Met het oog daarop zal vzw ‘de Rand‘ vanuit een Nederlandstalige profilering de leefkwaliteit voor de hele bevolking van de Vlaamse Rand bevorderen door op dynamische wijze en complementair aan wat al bestaat: - sociaal-culturele activiteiten te ondersteunen en te organiseren - dienstverlening en informatie aan te bieden - maatschappelijke participatie te stimuleren. Vzw ‘de Rand‘ is het meest zichtbaar dankzij haar zeven gemeenschapscentra.De gemeenschapscentra ondersteunen het plaatselijk verenigingsleven en bieden een kwaliteitsvolle culturele programmering aan, die ook erg aantrekkelijk is voor de talrijke internationale en anderstalige inwoners van de rand. Ze ondersteunen ook de plaatselijke culturele raden logistiek en financieel en focussen er in het bijzonder op jeugd en sport. ",NULL,NULL,1,1/29/2009 14:16,
161,,Handi Divers Wet Wheels,,1,Overhout,55 2,2170,Merksem,1,,,,,Handi Divers Wet Wheels vzw is een duikschool voor mensen met een fyscieke handicap en hun begeleiders. Ons hoofddoel is het aanleren van sportduiken aan onze leden. Veiligheid is daarbij een van de prioriteiten.,NULL,NULL,1,1/29/2009 14:20,
162,,Toegankelijkheidsoverleg Vlaanderen,TOV,1,Sint-Jansstraat,32 - 38,1000,Brussel,6,,,,,"Het Toegankelijkheidsoverleg Vlaanderen werkt rond toegankelijkheid en mobiliteit op Vlaams niveau. Daarbij ijvert het TOV voor een integraal toegankelijke leefomgeving die voor iedereen bereikbaar, bruikbaar, betreedbaar en begrijpbaar is. Hiervoor oefent het TOV invloed uit op het Vlaams beleid. Het TOV brengt de (grote) gebruikersorganisaties samen die werken rond toegankelijkheid, mobiliteit en handicap. Op deze manier wil het TOV de inbreng van de gebruiker in het Vlaamse beleid verzekeren. ",NULL,NULL,1,1/29/2009 14:32,
163,,Lanaken Gemeentebestuur,,1,Koning Albertlaan,237,3620,Lanaken,3,,,,,"Bijdragen tot een efficiënt en gezond beheer van de, aan haar toevertrouwde, infrastructuur en alle activiteiten die daarmee verband houden. De dienst Jeugd Lanaken wil het jeugdwerk- jeugdwelzijnsbeleid en alle activiteiten die daarmee verband houden, bevorderen. ",NULL,NULL,1,1/30/2009 10:43,
164,,"MJA vzw, de Maatschappelijke Jongeren Actie",,1,St-Jansstraat,32,1000,Brussel,6,,,,,"MJA is een landelijke erkende jeugddienst die activiteiten organiseert, jeugdwerkers opleidt, publicaties uitgeeft en producten ontwikkelt. Onder het label FX richt MJA zich tot de kinderen van de lagere school. ",NULL,NULL,0,1/30/2009 10:50,
165,,Netwerk Psychiatrie en Samenleving,,1,Grote Winkellaan,94,1853,Grimbergen,4,,,,,"Netwerk Psychiatrie en Samenleving is een breed netwerk van verschillende vrijwilligers: therapeuten, psychiaters, psychologen, patiënten, geïnteresseerden…. Het Netwerk ijvert voor een psychiatrie en geestelijke gezondheidszorg waarbij; - meer aandacht besteed wordt aan het recht op eigenheid van de persoon met een mentale of psychische stoornis, dit in het kader van de algemeen aanvaarde verdragen m.b.t. de fundamentele rechten van de mens. - meer aandacht is voor de maatschappelijke context van psychische aandoeningen - meer aandacht is voor de emancipatie van de psychiatrische patiënt, o.a. op basis van de wet betreffende patiëntenrechten. ",NULL,NULL,1,1/30/2009 11:00,
166,,Orientatiepunt,,1,Dok Noord,4 gebouw 5,9000,Gent,4,,,www.orientatiepunt.be,,"Het Oriëntatiepunt Gezondheidszorg Oost-Vlaanderen is opgericht uit bezorgdheid van zorgverstrekkers en sociale diensten voor asielzoekers en mensen zonder wettig verblijf, met betrekking tot het uitoefenen van hun recht op gezondheidszorg. Het Oriëntatiepunt stelt zich tot doel de toegankelijkheid van de gezondheidszorg voor asielzoekers en mensen zonder wettig verblijf in Oost-Vlaanderen te verhogen. Concreet betekent dit de toepassing van het K.B. \Dringende Medische Hulp\"" bekendmaken en verbeteren, de effectieve toegang tot de ziekteverzekering garanderen voor rechthebbende personen, administratieve of wettelijke regelingen ter beschikking stellen, informatie verschaffen omtrent verblijfswetgeving, gerichte doorverwijzing, eventueel bemiddeling bij complexe vragen,... Het Oriëntatiepunt ondersteunt 1e lijn- en 2de lijnsdiensten door middel van o.a. een helpdesk, een nieuwsbrief, de website, brochures, het geven van vormingen, … Het werkingsgebied van het Oriëntatiepunt Gezondheidszorg bestrijkt de provincie Oost-Vlaanderen, inclusief Gent. """,NULL,,1,1/30/2009 11:08,
167,,Samenlevingsopbouw West-Vlaanderen vzw,,1,Torhoutsesteenweg,100a,8200,Brugge,5,,,www.samenlevingsopbouwwvl.be,,"Samenlevingsopbouw W-Vlaanderen is een welzijnsorganisatie. Missie: Het opbouwwerk biedt deskundige en onafhankelijke ondersteuning aan groepen van mensen, opdat zij hun basisrechten kunnen uitoefenen. Opbouwwerkers hebben vooral oog voor mensen die kampen met maatschappelijke achterstelling en uitsluiting. Ze werken aan waarneembare en structurele oplossingen van gemeenschappelijke problemen, dit met uitdrukkelijke participatie van de mensen zelf. Wat de mensen zelf weten en kunnen is het vertrekpunt. Opbouwwerkers mobiliseren alle nuttige, sociale krachten. Het opbouwwerk draagt bij tot een leefbare en duurzame samenleving. Extra info: Enkele thema’s waarrond gewerkt wordt zijn huisvesting (ondermeer projecten met kamerbewoners, huurdersparticipatie in sociale huisvesting, kwetsbare huurders op de private huurmarkt), leefbaarheid (ondermeer projecten rond opmaak wijkontwikkelingsplannen in aandachtswijken samen met bewoners en beleid) en arbeid (buurt- en dorpsdiensten). De werking is steeds projectmatig. Samenlevingsopbouw West-Vlaanderen vzw is erkend en betoelaagd door de Vlaamse Gemeenschap, net als 7 andere instituten voor samenlevingsopbouw in Vlaanderen. Tussen deze instituten en met het ondersteuningsinstituut Samenlevingsopbouw Vlaanderen is er overleg en samenwerking. ",NULL,,1,1/30/2009 11:20,
168,,StRaten Generaal,,1,Schildersstraat,17,2000,Antwerpen,1,,,,,"StRaten-Generaal wil een hefboom zijn om via burgerparticipatie bij te dragen tot de bescherming en bevordering van de leefkwaliteit in zijn breedste betekenis met een bijzondere aandacht voor wat onmondig en kwetsbaar is, en op basis van duurzaamheid en dierbaarheid.",NULL,,1,1/30/2009 11:32,
169,,Vlaams Centrum Voor Amateurkunsten (3),,1,Veeweydestraat,24-26,1070,Brussel,6,,,,,"Het VCA is het steunpunt van de Vlaamse Gemeenschap ten behoeve van de amateurkunsten. “Het VCA ondersteunt, begeleidt en stimuleert de amateurkunsten zodat een maximale participatie aan en een optimale spreiding van de amateur-kunsten bereikt worden.” Om de Amateurkunsten-sector te ondersteunen ontwikkelt het VCA een tweesporenbeleid. Dat is er enerzijds op gericht om de werking van de landelijke AK-organisaties te versterken en anderzijds om beleidsverantwoordelijken op het lokale niveau (schepenen van cultuur, cultuurbeleidcoördinatoren, cultuurambtenaren, bestuursleden van cultuurraden) knowhow en instrumenten aan te reiken m.b.t. het ontwikkelen van beleid t.a.v de lokale AK-verenigingen. Daartoe heeft het steunpunt 4 instrumenten: 1. verzamelen, ontsluiten en aanbieden van documentatie over de werksoort en de kunstdisciplines (verzamelfunctie); 2. bevorderen van activiteiten en initiatieven die de kennis van de werksoort of kunstdiscipline verhogen, met bijzondere aandacht voor vorming in en door kunstbeoefening (stimulerende functie); 3. de dienstverlening in het veld verzorgen en de deskundigheid bevorderen (begeleidende functie); 4. een kenniscentrum ontwikkelen met de klemtoon op onderzoek en analyse van de werksoort, en korte termijnprojecten ontwikkelen in relatie tot het professionele kunstenveld (onderzoeksfunctie). ",NULL,NULL,1,1/30/2009 11:47,
170,,Het Veerhuis-Siddarta,,1,Sint-Annastraat,1,3000,Leuven,2,,,,,Het Veerhuis is een welzijnsinstelling voor mensen die te kampen hebben met een drugsproblematiek. Missie: Gebruikers van illegale drugs en hun omgeving het voor hen hoogst haalbare niveau van levenskwaliteit helpen bereiken.,NULL,,1,1/30/2009 15:02,
171,,Belgisch Instituut voor de Verkeersveiligheid Afdeling CARA,,1,Haachtsesteenweg,1405,1130,Brussel,6,,,,,CARA is een onderdeel van het Belgisch Instituut voor Verkeersveiligheid en heeft als opdracht na te gaan of mensen met een handicap rijgeschikt zijn. CARA begleidt eveneens het ombouwen en aanpassen van voertuigen. ,NULL,,1,1/30/2009 15:11,
172,,Coda Hospice,,1,Bredabaan,743,2990,Wuustwezel,1,,,,,Coda Hospice verleent palliatieve zorgen aan voornamelijk oncologische terminale patiënten en begeleiding van hun familieleden naar het overlijden toe. ,NULL,,1,1/30/2009 15:29,
173,,De Grote Robijn,,1,Korte Sint Annastraat,4,2000,Antwerpen,1,,,,,"De Grote Robijn vzw is sinds 1998 een crisisopvangcentrum voor minderjarigen en erkend door de Vlaamse Gemeenschap - Afdeling Bijzondere Jeugdbijstand - als een Onthaal Oriëntatie Observatie Centrum (OOOC). Het centrum biedt kortdurende hulpverlening aan voor minderjarigen en hun gezinnen (de gemiddelde begeleidingsduur bedraagt 50 dagen). Het centrum zoekt samen met de jongeren naar realistische toekomstperspectieven, rekening houdend met de leeftijd, de individuele mogelijkheden en beperkingen van de jongeren en de verwachtingen van ouders en verwijzers. Sinds 2003 is het centrum uitgebreid door de opstart van 3 nieuwe projecten: De Matant en La Strada. De Matant is een dienst Crisishulp aan Huis en voorziet in intensieve gezinsbegeleiding voor gezinnen in crisis om uithuisplaatsing van een kind te voorkomen. La Strada is een time-out project voor jongeren die begeleid worden in een residentiële voorziening en waarbij de spanningen tussen de jongeren en de begeleiders zo hoog oplopen dat de situatie onhoudbaar wordt. De jongeren gaan dan individueel of in groep op tocht om na te denken over hun situatie en te zoeken hoe zij terug op een constructieve wijze mee kunnen werken aan hun hulpverlening. Sinds één jaar heeft de Grote Robijn ook een thuisbegeleidingsdienst (Crescendo), om jongeren en hun gezin intensief te helpen in hun leefsituatie.",NULL,,1,1/30/2009 15:41,
174,,Gynaika vzw,,1,Mutsaardstraat,29,2000,Antwerpen,1,,,,,"Cultuurvereniging, vrouwenvereniging. Gynaika is de enige gelijkekansenorganisatie in de artistieke en culturele sector. De organisatie tracht onder meer het vrouwelijk artistiek talent kansen te geven en aan kansen te helpen via eigen projecten, samenwerking en onderzoek. Gynaika profileert zich in het culturele landschap als partner van andere culturele verenigingen en instellingen, als intermediair, kortom als centrum van een netwerk. Een belangrijk instrument daarbij is de databank voor vrouwelijke kunstenaars. Daarin stellen zij hun gegevens en beeldmateriaal ter beschikking. De databank kan geraadpleegd worden door organisaties of individuen. ",NULL,,1,1/30/2009 16:06,
175,,Nationaal MS Centrum Melsbroek,,1,Vanheylenstraat,16,1820,Melsbroek,1,,,,,"Het Nationaal MS Centrum is een ziekenhuis, gespecialiseerd in de behandeling van personen met MS. Multiple Sclerose is een tot nog toe ongeneeslijke aandoening.",NULL,NULL,1,1/30/2009 16:15,
176,,Nocterra,,1,Zonnelaan,9,3070,Kortenberg,4,,,www.nocterra.com,,"Andere: toerisme - ruimtelijke ordening Nocterra vzw ijvert voor het inrichten van parkings voor zwerfwagens (motorhomes, kampeerwagens). Het terrein wordt - gratis – ter beschikking gesteld door de gemeente. Nocterra richt het in en onderhoudt het (electro, water, vuilophaling) en de leden kunnen daar gratis parkeren. ",NULL,,1,1/30/2009 16:22,
177,,Persephone vzw,,1,Solvijnstraat,30,2018,Antwerpen,1,,, www.persephonevzw.org,,"Een organisatie voor personen met een handicap, een vrouwenverenging. De organisatie heeft tot doel, met uitsluiting van enig winstoogmerk: - vrouwen met een handicap of een invaliderende chronische ziekte met elkaar in contact te brengen om ervaringen uit te wisselen, - bij te dragen aan een positieve beeldvorming door hun deskundigheid door te geven aan personen en instanties die er nood aan hebben, - hun zichtbaarheid in de samenleving te vergroten en hun belangen te behartigen, i.h.b. hun mensenrechten te verdedigen en hun discriminatie te bestrijden. De organisatie kiest m.a.w. voor belangenbehartiging en sensibilisatie, zelfhulp en informatieverspreiding. Deze doelstellingen worden nagestreefd voor ondermeer privacy en hulp, assertiviteit en zelfredzaamheid, geweld tegen vrouwen, recht op seksualiteit, recht op moederschap en werkgelegenheid. ",NULL,,1,1/30/2009 16:26,
178,,Poppunt vzw,,1,Bloemenstraat,32,1000,Brussel,6,,,www.poppunt.be,,"Poppunt Vzw is een cultuurorganisatie gericht op de beginnende en semi-professionele muzikant van het “lichte” genre. De organisatie is 5 jaar geleden opgericht, bestaat momenteel uit 7 medewerkers en ontvangt structurele subsidies van de overheid. Poppunt werkt aan het maximaliseren van kansen voor beginnende en semi-professionele muzikanten en DJ’s uit pop, rock, dance en aanverwante muziekgenres. Poppunt is hierin ook een bondgenoot en steunpunt voor alle andere organisaties uit het popveld. Poppunt is laagdrempelig, eigentijds en spreekt de taal van de muzikant. ",NULL,,1,1/30/2009 16:29,
179,,Vieux Rose,,1,Rootjesweg,65,9200,Dendermonde,5,,,www.vieuxrose.be,,"Vieux Rose is een organisatie voor oudere holebi‘s. Hun doel is de zichtbaarheid van oudere lesbiennes (en homomannen)verhogen, zodat er door overheid en maatschappij meer rekening gehouden wordt met die groep. Vieux Rose wil ook een spreekbuis en een drukkingsgroep zijn.",NULL,,1,1/30/2009 16:33,
180,,Wetenschapswinkel.be,,1,Pleinlaan,2,1050,Brussel,6,,,www.wetenschapswinkel.be,,De Wetenschapswinkel is een dienst aan een hogeronderwijsinstelling waar non-profitorganisaties terecht kunnen met hun onderzoeksvragen en waar via voornamelijk studentenonderzoek getracht wordt een antwoord te vinden op die vragen. ,NULL,,1,1/30/2009 16:36,
181,,Warm Hart,,1,Pastorijstraat,40/12,3530,Houthalen,3,,,,,Het doel van de vereniging is om mensen samen te brengen en te praten over de problemen die zij dagelijks tegenkomen en deze problemen te leren kaderen en ze te plaatsen in een breder perspectief. Hierdoor krijgen zij meer inzicht in hun situatie. Centraal in de werking van Warm Hart staan de groepssamenkomsten waar kennis gedeeld wordt tussen mensen in armoede samen met mensen die niet in armoede leven. De bewustwording van deze gedeelde kennis verhoogt het zelfredzaamheidgevoelen en wil een positieve aanzet zijn tot het nemen van verantwoordelijkheid. Vanuit deze context is Warm Hart ervan overtuigd dat zij een positieve bijdrage kunnen leveren bij de armoedeaanpak en de bestrijding ervan in de gemeente Houthalen. ,NULL,NULL,1,2/2/2009 12:07,
