"idquestionlog","question_idquestion","datecreated","event","description","attachment","manual"
"3247","1722","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3248","1721","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3249","1720","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3250","1719","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3251","1718","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3252","1717","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3253","1716","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3254","1715","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3255","1714","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3256","1713","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3257","1712","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3258","1711","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3259","1710","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3260","1709","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3261","1708","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3262","1707","2009-01-28 12:41:06","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","Vraag toegewezen aan Wetenschapswinkel Antwerpen door Centrale Unit","NULL","0"
"3263","1734","2009-01-28 12:53:28","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3264","1733","2009-01-28 12:53:36","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3265","1732","2009-01-28 12:53:41","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3266","1731","2009-01-28 12:53:47","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3267","1730","2009-01-28 12:53:54","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3268","1729","2009-01-28 12:54:00","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3269","1734","2009-01-28 12:54:29","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3270","1735","2009-01-28 12:54:29","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3271","1733","2009-01-28 12:54:45","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3272","1736","2009-01-28 12:54:45","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3273","1732","2009-01-28 12:55:07","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3274","1737","2009-01-28 12:55:07","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3275","1731","2009-01-28 12:55:30","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3276","1738","2009-01-28 12:55:30","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3277","1730","2009-01-28 12:55:49","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3278","1739","2009-01-28 12:55:49","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3279","1729","2009-01-28 12:56:03","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3280","1740","2009-01-28 12:56:03","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3281","1728","2009-01-28 12:56:16","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3282","1727","2009-01-28 12:56:23","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3283","1726","2009-01-28 12:56:29","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3284","1725","2009-01-28 12:56:38","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3285","1724","2009-01-28 12:56:43","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3286","1723","2009-01-28 12:56:49","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3287","1722","2009-01-28 12:57:00","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3288","1721","2009-01-28 12:57:07","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3289","1720","2009-01-28 12:57:15","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3290","1728","2009-01-28 12:59:50","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3291","1741","2009-01-28 12:59:50","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3292","1727","2009-01-28 13:00:05","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3293","1742","2009-01-28 13:00:05","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3294","1726","2009-01-28 13:00:24","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3295","1743","2009-01-28 13:00:24","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3296","1725","2009-01-28 13:02:03","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3297","1744","2009-01-28 13:02:03","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3298","1724","2009-01-28 13:02:34","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3299","1745","2009-01-28 13:02:34","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3300","1723","2009-01-28 13:02:48","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3301","1746","2009-01-28 13:02:48","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3302","1722","2009-01-28 13:03:01","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3303","1747","2009-01-28 13:03:01","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3304","1721","2009-01-28 13:03:17","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3305","1748","2009-01-28 13:03:17","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3306","1720","2009-01-28 13:03:34","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3307","1749","2009-01-28 13:03:34","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3308","1719","2009-01-28 13:04:01","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3309","1718","2009-01-28 13:04:09","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3310","1717","2009-01-28 13:04:17","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3311","1716","2009-01-28 13:04:24","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3312","1715","2009-01-28 13:04:39","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3313","1719","2009-01-28 13:06:06","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3314","1750","2009-01-28 13:06:06","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3315","1718","2009-01-28 13:06:56","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3316","1751","2009-01-28 13:06:56","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3317","1717","2009-01-28 13:07:18","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3318","1752","2009-01-28 13:07:18","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3319","1716","2009-01-28 13:07:39","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3320","1753","2009-01-28 13:07:39","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3321","1715","2009-01-28 13:08:02","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3322","1754","2009-01-28 13:08:02","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3323","1714","2009-01-28 13:08:14","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3324","1713","2009-01-28 13:08:19","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3325","1712","2009-01-28 13:08:24","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3326","1711","2009-01-28 13:08:31","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3327","1710","2009-01-28 13:08:36","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3328","1714","2009-01-28 13:09:14","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3329","1755","2009-01-28 13:09:14","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3330","1713","2009-01-28 13:09:32","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3331","1756","2009-01-28 13:09:32","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3332","1712","2009-01-28 13:09:53","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3333","1757","2009-01-28 13:09:53","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3334","1711","2009-01-28 13:10:09","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3335","1758","2009-01-28 13:10:09","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3336","1710","2009-01-28 13:10:38","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3337","1759","2009-01-28 13:10:38","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3338","1709","2009-01-28 13:10:49","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3339","1708","2009-01-28 13:10:55","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3340","1707","2009-01-28 13:11:00","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","Vraag aangepast en doorgestuurd voor verwerking door Regionale Winkel","NULL","0"
"3341","1709","2009-01-28 13:12:37","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3342","1760","2009-01-28 13:12:37","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3343","1708","2009-01-28 13:12:54","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3344","1761","2009-01-28 13:12:54","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3345","1707","2009-01-28 13:13:09","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","Verwerkt. Actie: Regionale vraag aangemaakt door Wetenschapswinkel Antwerpen.","NULL","0"
"3346","1762","2009-01-28 13:13:09","Regionale vraag aangemaakt","Regionale vraag aangemaakt","NULL","0"
"3347","1734","2009-01-28 13:18:13","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3348","1733","2009-01-28 13:18:22","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3349","1732","2009-01-28 13:18:31","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3350","1731","2009-01-28 13:18:40","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3351","1730","2009-01-28 13:18:49","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3352","1729","2009-01-28 13:18:58","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3353","1728","2009-01-28 13:19:08","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3354","1727","2009-01-28 13:19:18","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3355","1726","2009-01-28 13:19:26","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3356","1725","2009-01-28 13:19:34","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3357","1724","2009-01-28 13:19:43","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3358","1723","2009-01-28 13:19:53","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3359","1722","2009-01-28 13:20:01","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3360","1721","2009-01-28 13:20:12","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3361","1720","2009-01-28 13:20:21","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3362","1719","2009-01-28 13:20:29","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3363","1718","2009-01-28 13:20:38","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3364","1717","2009-01-28 13:20:48","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3365","1716","2009-01-28 13:20:57","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3366","1715","2009-01-28 13:21:09","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
"3367","1714","2009-01-28 13:21:25","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","Verwerkt. Actie: NVT door Wetenschapswinkel Brussel.","NULL","0"
